"letter","key","content"
"N","Nuclease","
       An enzyme that breaks down nucleic acids. Exonucleases cleave the
      nucleotides only at the ends of polynucleotide chains (e.g.
      phosphodiesterase). Endonucleases attack certain linkates wherever they
      occur in the polynucleotide chain  "
"N","Nucleic Acid","
       A large molecule composed of nucleotide subunits.
       "
"N","Nucleic Acid Hybridization","
       Matching of either DNA or RNA (depending on the organism) from an unknown
      organism with DNA or RNA from a known organism. This method is used in
      tropical disease research for identifying species and strains of
      organisms.
       "
"N","Nucleoid","
       The compact body that contains the genome in a bacterium.
       "
"N","Nucleolus","
       A discrete region of the nucleus created by the transcription of rRNA
      genes. The nucleolus disappears during mitosis, or cell division.
       "
"N","Nucleotide","
       The structural unit of nucleic acids. A subunit of DNA or RNA consisting
      of purine bases (adenine, guanine), pyrimidine bases (thymine, or cytosine
      in DNA; uracil, or cytosine in RNA), a phosphate molecule, and a sugar
      molecule (deoxyribose in DNA and ribose in RNA). Thousands of nucleotides
      are linked to form a DNA or RNA molecule.  "
"N","Nucleus","
       The cellular organelle present in eukaryotes cells and separated from the
      cytoplasm by a nuclear membrane. It contains the genetic material and is
      essential for the continued life of the cell.
    

""letter","key","content"
"T","
    ",
"T","Tangential Flow Filtration","
     A separation method that transfers components of one system (stream) into
    another. The stream the product is being extracted from crosses the stream
    that the product is being transferred to, multiple times.
     
    "
"T","Taxonomy","
     The development of approaches to organize and summarize our knowledge about
    the variety or organisms that exist.


"
"T","Tay-Sachs Disease","
     An inherited disease of infancy characterized by profound mental
    retardation and early death; it is caused by a recessive gene mutation. 
     
    "
"T","Team Biologics","
     A partnership between FDA's Office of Regulatory Affairs (ORA) and CBER to
    focus on inspectional and compliance issues in biologics. Its goal is to
    ensure the quality and safety of biologic products and resolve
    inconsistencies.
     
    "
"T","T-Cell (T-lymphocyte)","
     A blood cell, probably originating from bone marrow, but which matures in
    the thymus. Some T-cells are responsible for cell-mediated immunity and in
    the production of antibodies.
    
      Telomere The end of a chromosome. This specialized structure is
        involved in the replication and stability of linear DNA molecules.

      "
"T","Temperature[](undefined)","
       A specific degree of heat intensity. There are three temperature
      designations associated with psychrometrics: 1. Dry Bulb (DB) - The air
      temperature as measured by a standard thermometer. 2. Wet Bulb (WB) - The
      air temperature measured by a thermometer with its reservoir bulb wrapped
      in a moistened cloth wick and exposed to an air stream moving at a
      velocity of 1,000 feet per minute. 3. Dewpoint temperature (DP) - Also
      called Saturation Temperature is the temperature at which condensation of
      moisture begins (air is holding 100% of the moisture it can) when the air
      is cooled, measured in °F.  "
"T","Terminal Sterilization[](undefined)","
       The process applied to product sealed in its final container that
      transforms a non-sterile product into a sterile one.
       "
"T","Terminal Sterilization","
       This term is a gross misnomer because it refers specifically to the
      terminal heat sterilization of LVPs usually by steam.
       "
"T","Terminally Ill","
       For an individual, it means that the subject has a life expectancy of six
      months or less as stated in writing by his or her attending physician and
      surgeon.
       "
"T","Test Procedure","
       A sequence of activities which when executed successfully provides
      documentary evidence that part of the system works as specified.
       "
"T","Theoretical Yield[](undefined)","
       The quantity that would be produced at any appropriate phase of
      manufacture, processing, or packing of a particular drug product, based
      upon the quantity of components to be used, in the absence of any loss or
      error in actual production.  "
"T","Thermophile[](undefined)","
       An organism that grows best at greater than 50ºC (122ºF).  "
"T","Thermophilic (Of A Microorganism)","
       With optimum temperature for growth above 45ºC, many thermophilic
      bacteria exist at high temperatures (greater than 80ºC) and many of
      their enzymes which posses high thermal stability, are of great commercial
      interest.
       "
"T","Thrombin (Blood Coagulation Factor II)","
       An enzyme (the activated thrombogen) formed in the blood, after this is
      shed, that converts fibrinogen into fibrin for clot formation. It is
      formed from conjunction of prothrombin and calcium salts. It is also a
      sterile protein substance prepared from prothrombin of bovine origin
      through interaction with thromboplastin in the presence of calcium. Bovine
      thrombin is often used to aid production of serum from ""salvage""
      plasma.
       "
"T","Thrombosis","
       Clotting within a blood vessel that may cause infarction of tissues
      supplied by the vessel.
       "
"T","Throughput Volume","
       The amount of solution passed through an exchange bed before the resin is
      exhausted. 
      A pyrimidine component of nucleic acid first isolated from the
        thymus.

      "
"T","TIG (Tungsten Inert Gas)","
        "
"T","Time Stamp","
       A part of the audit trail that clearly documents the sequence of events
      in human terms, helping to authenticate an electronic signature and
      minimizing the chances of signer repudiation. A local time stamp
      correlates with the whereabouts of the signer. With client-server data
      systems used by international companies and records accessed from remote
      sites (such as on business trips), time stamps that reflect the local time
      of only the user might make the sequence of actions for an individual
      record appear inconsistent. For example, the approval by a peer reviewer
      could be signed at 9:00 a.m. on a chromatographic analysis that was
      performed at 11:00 a.m. in a different time zone. Local time stamps should
      probably be supplemented consistently with the time stamp of a remote
      server, with one stamp clearly labeled as local.
       "
"T","Tincture of Iodine[](undefined)","
       A germicidal solution of iodine in aqueous alcohol used primarily as
      antiseptic on skin and tissue.  "
"T","Tissue Culture","
       Growing mammalian cells in the laboratory in a tissue culture medium (in
      vitro). For example, this allows researchers to determine the effects of
      various chemicals on mammalian cells without experimenting directly on
      live animals or man. Since a molecule of some toxic substances can harm a
      single mammalian cell, even one part-per-billion of some impurities can
      affect a tissue culture. Therefore, water used to make up tissue culture
      media should be extremely pure.
       "
"T","Titer[](undefined)","
       A measured sample - the strength of a solution or the concentration of a
      substance (as an antibody) in solution as determined by titration.
       "
"T","Titration","
       Volumetric analysis by means of the addition of definite amounts of a
      test solution to a solution of a known amount of the substance analyzed.
       "
"T","TNT (Tumor Necrosis Therapy)[](undefined)","
       Therapeutic agents that target dead and dying cells found primarily at
      the core of the tumor.
       "
"T","Toe of Weld[](undefined)","
       The junction between the face of a weld and the base material.
       "
"T","Tolerance","
       Failure to mount an immune reaction on exposure to what would normally be
      an antigenic substance.
       "
"T","Ton of Refrigeration","
       A unit used to indicate the size of a refrigeration unit. One ton of
      refrigeration effect is equivalent to removing 12,000 Btu/hr of heat, or
      melting one ton of ice in a 24-hour period.
       "
"T","Topical","
       A medication applied to the skin, an ointment. Usually a medicament
      suspended in a carrier such as petrolatum or another oil based carrier.
      Filtration at elevated temperatures is usually possible.
       "
"T","Topical Product","
       A pharmaceutical product meant to be applied to the skin or soft tissue
      in the form of liquid, cream, or ointment, and therefore needs not be
      aseptic. Sterile ophthalmic products throughout are manufactured
      aseptically.
      "
"T","
       ",
"T","Total Bacteria Count","
       An estimation of the total number of bacteria in a sample based usually
      on Standard Methods procedures for collecting, incubating, and counting
      colony-forming units (cfu). 

      Total Dissolved Solids (TDS) The term used to describe inorganic ions
        in the water. Usually measured by electrical conductance of the water
        corrected to 25°C, and expressed as ppm (parts per million).

      "
"T","Total Heat (TH)[](undefined)","
       The sum of sensible heat and latent heat.
       "
"T","Total Ionized Solids","
       Concentration of dissolved ions in solution expressed in concentration
      units of Sodium Chloride (NaCl). It determines the operating life of ion
      exchange resins and is calculated from measurements of Specific
      Resistance.
       "
"T","Total Organic Carbon (TOC)[](undefined)","
       A measure of the level of organic impurities in water by their carbon
      content that determines the operating life of activated carbon beds. This
      is one of the parameters used to determine the purity of Semiconductor
      Grade water. Feed water will have TOC measured in ppm (parts per million),
      and ultrapure water (UPW) will have TOC measured in ppb (parts per
      billion).
       "
"T","Total Solids[](undefined)","
       Total solids in water include both dissolved and suspended solids.
      Determined by weighing sample before and after evaporation.
       "
"T","Toxic","
       Pertaining to a substance that is harmful.
       "
"T","Toxicology","
       A science that deals with poisons, their effects, and the problems
      involved.
       "
"T","Toxin","
       A substance produced by microorganisms that can inhibit cell growth in
      tissue culture and may cause temperature rise in animals.
       "
"T","Toxin","
       Any poisonous agent, especially a poisonous substance produced by one
      living organism that is poisonous to other organisms. Toxins are usually
      very unstable, notably toxic when introduced into the tissues, and
      typically capable of inducing antibody formation.
       "
"T","Toxoid","
       An antigenic toxin. Example is tetanus toxoid that is a bacterial
      vaccine.  "
"T","TPA (Tissue Plasminogen Activator)","
       A recombinant drug used in the management of heart attacks to prevent
      clotting. Produced by Genentech and one of the first successful
      recombinant DNA drugs to be commercialized.
       "
"T","Trace Analysis","
       Analyzing constituents present in ppm and ppb concentrations. Trace
      analysis requires extremely pure reagents, made with ultrapure Type I
      reagent grade water.
       "
"T","Traceability","
       A prerequisite for trustworthy records, apart from data security.
      Traceability is the part of the laboratory data system audit trail that
      holds the evidence of who did what to a record and when.
       "
"T","Tracer","
       A radioactively labeled nucleic acid component included in a
      reassociation reaction in amounts too small to influence the progress of
      reaction.
       "
"T","Transcription[](undefined)","
       The process by which the genetic information encoded in the gene,
      represented as a linear sequence of deoxyribonucleotides (DNA), is copied
      into an exactly complementary sequence of ribonucleotides known as mRNA
      (messenger RNA).
       "
"T","Transduction","
       The transfer of genetic material from one cell to another by means of a
      viral vector (for bacteria, the vector is Bacteriophage).
       "
"T","Transfection","
       The acquisition of new genetic markers by addition of viral DNA to cells.  "
"T","Transfer Panel","
       A panel to which process and utilities are piped, allowing cross
      connections between different use points. A jumper spool is used to
      connect the desired process/utility users and mechanically preclude
      erroneous connections to other lines.
       "
"T","Transfer RNA (tRNA)[](undefined)","
       A class of RNA having structures with triplet nucleotide sequences that
      are complementary to the triplet nucleotide coding sequences of mRNA. The
      role of tRNAs in protein synthesis is to bond with amino acids and
      transfer them to the ribosomes, where proteins are assembled according to
      the genetic code carried by mRNA.
       "
"T","Transfer Systems","
       Equipment allowing the introduction and removal of material, toxic and/or
      sterile, with continuous protection to both operator and product.
       "
"T","Transformation","
       A process by which the genetic material carried by an individual cell is
      altered by incorporation of exogenous DNA into its genome.
       "
"T","Transgenics","
       The alteration of a plant or animal's DNA such that it contains a gene
      from another organism. There are two types of cells in animal and plants,
      germ line cells (the sperm and egg in animals, pollen and ovule in plants)
      and somatic cells (all other cells). Transgenic animals have alterations
      in their germ line DNA so the alterations are passed on to the offspring.
      That is done to produce therapeutics, to study disease, and to improve
      farm animals. Transgenic plants have been created for increased resistance
      to disease and insects as well as to make biopharmaceuticals.
       "
"T","Translation","
       The process in which the genetic code carried by mRNA directs the
      synthesis of proteins from amino acids.  "
"T","Treatment Investigational New Drug","
       An Investigational New Drug that makes a promising new drug available to
      desperately ill patients as early in the drug development process as
      available. FDA permits the drug to be used if there is preliminary
      evidence of efficacy and it treats a serious or life-threatening disease,
      or if there is not comparable therapy available.
       "
"T","Trihalomethanes[](undefined)","
       Compounds present in the feed water that are formed by the reaction of
      Chlorine and the organic material in the water. Activated carbon and
      degasification can reduce THMs.
       "
"T","Tube Size","
       Tube is sized by its nominal outside diameter. For bioprocessing
      equipment, tube does not include pipe.
       "
"T","Tumor","
       An abnormal growth of cells. Also defined as a circumscribed growth, not
      inflammatory in character, arising from preexisting tissue, but
      independent of the normal rate or laws of growth of such tissue, and
      subserving no physiological function.
       "
"T","Tumor Pathogenesis","
       Morphological and physiological changes associated with tumor growth.  "
"T","Tumor-Suppressor Genes","
       Genes that normally restrain cell growth but, when missing or inactivated
      by mutation, allow cells to grow uncontrolled.
       "
"T","Turbidity","
       A suspension of fine particles that obscures light rays but requires many
      days for sedimentation because of small particle size.
       "
"T","Turnover","
       Also known as ""hand over"" in the U.K. It is a formal transfer
      of custody for a system or unit to another group, department, or operating
      company.
       "
"T","Turnover Package (TOP)","
       A collection of pertinent design, construction, vendor, and operational
      documentation. This collection of documentation is used for the
      qualification and process validation activity, as well as reference and
      single source information for the life of any particular system, process,
      or piece of equipment.
       "
"T","Two-Bed Deionizer","
       Separate beds or layers of cation and anion exchange resins. Results in
      lower purity than mixed-bed deionization, but provides higher capacity in
      terms of throughput.
       "
"T","Tyrosine (Tyr)","
       A Phenolic alpha amino acid; a precursor of the hormones epinephrine,
      norepinephrine, thyroxine, and triiodothyronine, and of the black pigment
      melanin. 
    
      
    ""letter","key","content"
"U","
",
"U","Ultra Low Penetration Air filters (ULPA)","
       Extended media dry filters in a rigid frame that have a minimum
      particle-collection efficiency of 99.999% for particles greater than or
      equal to 0.12µm in size. Most commonly used in microelectronics, few
      uses in pharmaceuticals. 


"
"U","Ultracentrifugation","
       The separation of macromolecules on the basis of their density and shape
      using the gravitational field generated in a high-speed centrifuge. It is
      used in rDNA work for the separation of RNA and DNA, and for purification
      of plasmids.  "
"U","Ultrafiltration","
       Molecular sieves; membranes with pores small enough to remove large
      molecules. Rated in terms of nominal molecular weight cutoff. A 10,000
      Dalton (molecular weight) UF membrane, for example, will remove bacterial
      pyrogens that are typically in the range of 20,000 Daltons.  "
"U","Ultrafine Particle","
       Particle with an equivalent diameter less than 0,1µm. ISO 14644-1  "
"U","Ultrapure Water","
       Water with a specific resistance higher than 1 megohm-cm. In the
      laboratory, it usually refers to Type I reagent grade water. Anything in
      laboratory water that is not H2O is an impurity. Although chemically pure
      water is not attainable, ultrapure water systems are now capable of
      reducing impurities down to the limits of detection.  "
"U","Ultraviolet Oxidation","
       Ultraviolet radiation is employed in water purification for the
      photochemical oxidation of organic impurities resulting in HPLC grade
      water with organic impurity levels below 0.0005 absorbance units.  "
"U","Ultraviolet Radiation","
       Light in the wavelength region 200-300 nm, used to detect RNA or DNA that
      has the fluorescent dye, ethidium bromide, bound to it.  "
"U","Ultraviolet Sterilizer","
       Ultraviolet lamps used to kill microorganisms in water.  "
"U","Ultraviolet TOC Reduction","
       An ultraviolet source, which partially oxidizes organic compounds to
      ionic species that can be removed. It relies on 185 nm (nanometer)
      radiation from ""ozone producing"" mercury lamps (along with 254nm
      germicidal radiation). Generally has a longer contact time than
      sterilization alone.  "
"U","Unicellular","
       Composed of only a single cell.  "
"U","Unidirectional Airflow","
       Previously referred as ""laminar"" airflow, is the ""rectified
      airflow through the entire cross section of a clean zone with a steady
      velocity and approximately parallel streamlines. This type of airflow
      results in a directed transport of particles from the clean zone"".
      ISO 14644-4.  "
"U","Uniform Building Code (UBC)","
       The most widely adopted model building code in the United States is a
      performance based document meeting the needs of government units charged
      with the enforcement of building regulations.  "
"U","Uniform Fire Code™","
       The premier model fire code in the United States sets forth provisions
      necessary for fire prevention and fire protection. Published by the
      International Fire Code Institute (IFCI) and endorsed by the Western Fire
      Chiefs Association, the International Association of Fire Chiefs, and the
      International Conference of Building Officials (ICBO), it contains code
      provisions compatible with the Uniform Building Code, and standards
      referenced from the code provisions.  "
"U","Uniform Mechanical Code™","
       A document that provides a complete set of requirements for the design,
      construction, installation, and maintenance of heating, ventilating,
      cooling and refrigeration systems; incinerators and other heat-producing
      appliances.  "
"U","Uniform Zoning Code™","
       A code dedicated to intelligent community development and to the benefit
      of the public welfare by providing a means of promoting uniformity in
      zoning laws and enforcement. 
      Unit Dose Defines an SVP that must be administered in one dose.
        Unused contents must be discarded.
      "
"U","United States Pharmacopeia (U.S.P.)","
        "
"U","Universal Precautions","
       Precautions taken when handling, storing, transporting, or shipping items
      or specimens containing, or contaminated with human blood and body fluids:
      all such materials are treated as infectious.  "
"U","Unsaturated Fatty Acid","
       A fatty acid containing one or more double bonds.  
       "
"U","
       ",
"U","Unstable (Reactive) Material","
       A material other than an explosive, which in the pure state or as
      commercially produced will vigorously polymerize, decompose, condense or
      become self-reactive and undergo other violent chemical changes, including
      explosion, when exposed to heat, friction or shock, or in the absence of
      an inhibitor or in the presence of contaminants or in contact with
      noncompatible materials. Unstable, reactive materials are subdivided as
      follows: 
    

    
      1. Class 4 - Materials that in themselves are readily capable of
        detonation or of explosive decomposition or explosive reaction at normal
        temperatures and pressures. This class includes materials that are
        sensitive to mechanical or localized thermal shock at normal
        temperatures and pressures.

      2. Class 3 - Materials that in themselves, are capable of detonation
        or of explosive decomposition or explosive reaction but which require a
        strong initiating source or which must be heated under confinement
        before initiation. This class includes materials that are sensitive to
        thermal or mechanical shock at elevated temperatures and pressures.

      3. Class 2 - Materials that in themselves are normally unstable and
        readily undergo violent chemical change but do not detonate. This class
        includes materials which can undergo chemical change with rapid release
        of energy at normal temperatures and pressures and which can undergo
        violent chemical change at elevated temperatures and pressures.

      4. Class 1 - Materials that in themselves are normally stable but
        which can become unstable at elevated temperatures and pressures.
    

    
      "
"U","Upward Compatibility","
       Refers to software that runs not only on the computer for which it was
      designed, but also on newer and more powerful models. In the context of
      CFR 21 Part 11, compatibility plays an important role in ensuring that
      legacy data can be moved (copied) accurately and completely to a new
      system. Without it, legacy systems would have to be maintained as long as
      the records contained in them are kept. (also see:  "
"U","Uracil","
       A pyrimidine base important as a component of ribonucleic acid (RNA).
      Uracil is capable of forming a base pair with adenine.  "
"U","User Interface","
       Dials, knobs, operating system commands, graphical display formats, and
      other devices provided by a computer or a program to allow users to
      communicate and use the computer or program. A Graphical User Interface
      (GUI) provides its user with a ""picture oriented"" way to
      interact with technology.  "
"U","U.S.P. (United States Pharmacopeia)","
       A compendium of testing and purity criteria for pharmaceuticals,
      ancillaries, and raw materials. (also see: National Formulary (NF))  "
"U","Utility Systems","
       Facility wide systems not tailored to a specific process and that do not
      have contact with the drug substance or potential drug substance. 
    
      
""letter","key","content""letter","key","content"
"W","
    
    ",
"W","WAN(Wide Area Network)","
     Network with computers far apart, connected by telephone lines or radio
    waves.LAN (Local Area Network))
     
    "
"W","Warning Letter","
     The most serious FDA postaudit (after inspection) letter notifying a
    manufacturer of adverse finding and giving it 15 days to reply.  


"
"W","Water Hammer","
     A tremendous force produced by rapid interruption of linear flow of a
    non-compressible fluid. Most commonly occurs when fast acting valves are
    closed in a high flow liquid system.
     
    "
"W","Water Treatment","
     Water treatment, also referred to as water conditioning, can consist of
    adding or removing chemicals to change the properties of water. In water
    softening, for example, sodium ions are substituted for metallic ions that
    cause ""hardness"" thus reducing the scale-forming tendencies of
    water. Water purification on the other hand, always consists of removing
    undesirable impurities.
     
    "
"W","Waviness","
     The more widely spaced component of surface texture. Unless otherwise
    noted, waviness includes all irregularities whose spacing is greater than
    the roughness sampling length. Waviness may result from such factors as
    machine or work deflection, vibration, chatter, heat treatment or warping
    strains. Roughness may be considered as superimposed on a ""wavy""
    surface.
     
    "
"W","Western Blot","
     A procedure in which a mixture of proteins is separated on a polyacrylamide
    gel and then transferred to a nylon membrane. The membrane may then be
    treated with reagents such as specific antibodies to locate a protein of
    interest.
     
    "
"W","Wetted Surface","
     The surface(s) of any valve or component that will be exposed to a fluid
    (liquid or gas) when in service.
     
    "
"W","WFI (Water For injection), U.S.P.","
     WFI is water purified by distillation or by reverse osmosis, it contains no
    added substance. WFI meets the purity requirements under Purified Water.
    Although not intended to be sterile, it meets a test for a limit of
    bacterial endotoxin. It must be produced, stored, and distributed under
    Sterile Water for Injection.
     "
"W","
    ",
"W","White Blood Cell","
     A blood cell containing no respiratory pigment. In vertebrates it may be a
    polymorphonuclear leukocyte, a lymphocyte or a monocyte. 
     
    "
"W","Workstation","
     An open or enclosed work surface, usually with direct air supply.
     
    "
"W","Worst Case","
     The highest or lowest value of a given control parameter actually evaluated
    in a validation exercise.     
    
    "